Date,returns
2018-01-02,0.0
2018-01-03,0.010835113122681705
2018-01-04,0.0061100288207363235
2018-01-05,0.012283060347837174
2018-01-08,0.004155122544685226
2018-01-09,-0.0013649205687333661
2018-01-10,-0.0005065968720180928
2018-01-11,0.0013848678762045006
2018-01-12,0.0018134507169075258
2018-01-16,-0.0009596494103942126
2018-01-17,0.003018138530765371
2018-01-18,0.0012150643681746586
2018-01-19,0.0009788992491471954
2018-01-22,0.0024121070695215705
2018-01-23,0.0013214778297636343
2018-01-24,-0.0012985928115094155
2018-01-25,0.00015948669962764976
2018-01-26,0.005458045358217652
2018-01-29,-0.0015594864819750735
2018-01-30,-0.00289495959302206
2018-01-31,0.001438432485393911
2018-02-01,-0.000243356690222211
2018-02-02,-0.005443465687365503
2018-02-05,-0.01126661100795811
2018-02-06,0.005433808443015067
2018-02-07,-0.0005570828446615676
2018-02-08,-0.007979357958647343
2018-02-09,0.003246510926830812
2018-02-12,0.0020178152797572283
2018-02-13,0.0010204718217203927
2018-02-14,0.0027808052260003308
2018-02-15,0.0016460109286483332
2018-02-16,5.312927229731754e-05
2018-02-20,-0.0008168740193368855
2018-02-21,-0.0011079681024920855
2018-02-22,0.00034958568102006366
2018-02-23,0.002369131303463282
2018-02-26,0.001485533884648011
2018-02-27,-0.001668000961500513
2018-02-28,-0.0013589907109374587
2018-03-01,-0.0025086542266975105
2018-03-02,0.0007701149278055101
2018-03-05,0.0014713539152023307
2018-03-06,-0.00010057025204278816
2018-03-07,0.0006268387810431143
2018-03-08,0.0002755215703156851
2018-03-09,0.00334643592273718
2018-03-12,-0.00035432664815363956
2018-03-13,-0.0012325495475233555
2018-03-14,-0.0014024739772607998
2018-03-15,4.441898714627551e-05
2018-03-16,4.667575182500444e-05
2018-03-19,-0.0024044722940601885
2018-03-20,0.002864875228146324
2018-03-21,-0.0022132858493946706
2018-03-22,-0.010157568268650503
2018-03-23,-0.0050277999765292875
2018-03-26,0.0076738599126649565
2018-03-27,-0.005837786332748338
2018-03-28,-0.000926555082158336
2018-03-29,0.003199407193220257
2018-04-02,-0.004052589683227518
2018-04-03,0.0018423923498740306
2018-04-04,0.003087411161265352
2018-04-05,0.0015958908455487948
2018-04-06,-0.004398572518433628
2018-04-09,0.0010924565890368136
2018-04-10,0.003179523090986154
2018-04-11,-0.001680246360376457
2018-04-12,0.0024423547767084644
2018-04-13,-0.0012190163111315887
2018-04-16,0.0014660377392872557
2018-04-17,0.002993050345023885
2018-04-18,0.00024922122246158734
2018-04-19,-4.119182965305849e-05
2018-04-20,-0.0015660960767984564
2018-04-23,-0.00040837431374353834
2018-04-24,-0.0027808892448611395
2018-04-25,-4.6218709032522775e-05
2018-04-26,0.003482978416798081
2018-04-27,0.0002013552827792098
2018-04-30,-0.00011250248067188131
2018-05-01,0.0015645332130247013
2018-05-02,-0.00021045708203501048
2018-05-03,0.00020800960219249427
2018-05-04,0.002341704669367366
2018-05-07,0.0012663051266912529
2018-05-08,0.0010551323335218482
2018-05-09,0.0026793962316362845
2018-05-10,0.002503658892010015
2018-05-11,0.0005675238206090745
2018-05-14,-0.00015324174932730247
2018-05-15,-0.002813191583468474
2018-05-16,0.001210168963720465
2018-05-17,-0.0004025407904208226
2018-05-18,-4.699267865309986e-05
2018-05-21,0.0014019030682669686
2018-05-22,-0.0005782525676493474
2018-05-23,0.0014902992900600687
2018-05-24,-0.0008769070458431875
2018-05-25,-0.0011515490063908175
2018-05-29,-0.0027557415447897163
2018-05-30,0.0038942010874228545
2018-05-31,-0.0016526824091926927
2018-06-01,0.0025379335953110297
2018-06-04,0.0023107699483930193
2018-06-05,0.000537776570587854
2018-06-06,0.0017867787443448485
2018-06-07,-0.0017864096699423552
2018-06-08,0.0009672190451838814
2018-06-11,0.0004121766550860884
2018-06-12,0.0012834131773521553
2018-06-13,-0.00014690240014340235
2018-06-14,0.0014762970510106535
2018-06-15,-0.0009809267901767264
2018-06-18,0.0012885680760421439
2018-06-19,-0.0013995745928239564
2018-06-20,0.0009336877807192872
2018-06-21,-0.0019715681180600114
2018-06-22,-0.0009271920442775249
2018-06-25,-0.005453083472031966
2018-06-26,0.0018521601388609178
2018-06-27,-0.002940705598534956
2018-06-28,0.0030572833245229784
2018-06-29,3.629221236240256e-05
2018-07-02,0.0016089969313109597
2018-07-03,-0.002347421080419225
2018-07-05,0.0027601254657131833
2018-07-06,0.0021378791813203364
2018-07-09,0.002118744674457884
2018-07-10,0.0010634965990518367
2018-07-11,-0.0007504093288046371
2018-07-12,0.003865627128377902
2018-07-13,0.0007251281963851924
2018-07-16,-0.0011936957429854436
2018-07-17,0.0012180093185279609
2018-07-18,0.0003053276921256102
2018-07-19,-0.0006902957354990338
2018-07-20,0.000558809239642488
2018-07-23,0.00019051732631956145
2018-07-24,0.0009000780611541971
2018-07-25,0.0035301133051822142
2018-07-26,-0.004820985585653777
2018-07-27,-0.0028267227446898634
2018-07-30,-0.003943396428275021
2018-07-31,0.00043460319418000735
2018-08-01,0.0015766620255832212
2018-08-02,0.0028133911048577507
2018-08-03,0.00048289426577416053
2018-08-06,0.0012525613723014845
2018-08-07,0.0011716738004731559
2018-08-08,0.0008715228103437063
2018-08-09,-0.0003628331727737426
2018-08-10,-0.0007508134404637261
2018-08-13,0.00013793122552225744
2018-08-14,0.002146301737566144
2018-08-15,-0.0020933955014556267
2018-08-16,0.0014554787443888761
2018-08-17,-0.0006090067996989787
